medicine_name,mfg_name,comp_id
METHERGIN TAB,NOVARTIS INDIA LTD,22594
METHARMED 0.125 TAB,ZYDUS HEALTHCARE LTD,22594
METHYLER 0.125MG TAB,BIOCHEM PHARMACEUTICAL INDUSTRIES,22594
METHASTAR 0.125MG TAB,CADILA PHARMACEUTICALS LTD,22594
METHARGO 0.125MG TAB,MANKIND PHARMA LTD,22594
METHYGIN 0.125MG TAB,INTAS PHARMACEUTICALS LTD,22594
METHYGENE TAB,INTAS PHARMACEUTICALS LTD,22594
METHERGOT TAB,IKON REMEDIES PVT LTD,22594
METHERDAC 0.125MG TAB,INNOVATIVE PHARMA,22594
METHRIN TAB,ZEE LABORATORIES LTD,22594
METHERSIG TAB,HAB PHARMA,22594
METRIN 0.125MG TAB,MEDOZ PHARMA,22594
METRIK TAB,ZEE LABORATORIES LTD,22594
UTERGIN TAB,SVIZERA HEALTHCARE,22594
SACLOT M TAB,SAC PHARMA,22594
WERGOMET 0.125MG TAB,WOCKHARDT,22594
ZOTARGINE TAB,ZOTA HEALTH CARE LTD,22594
DILANTIN 100MG 100S CAP,PFIZER LIMITED,5352
ETOIN 100MG TAB,WEST COAST PHARMA,5352
FENSANT 100MG TAB,NEURO PHARMA GMBH,5352
FENTOIN ER 100MG CAP,SUN PHARMACEUTICAL INDUSTRIES LTD,5352
FENTINOL 100MG LOOSE TAB,KNOLL HEALTHCARE PVT LTD,5352
FENTINOL 100MG  100S TAB,KNOLL HEALTHCARE PVT LTD,5352
CUTOIN 100MG TAB,CUBIT HEALTHCARE,5352
CELETOIN 100MG 100S TAB,INTAS PHARMACEUTICALS LTD,5352
ENIPAX 100MG TAB,SWISS BIOTECH,5352
ENTOIN 100MG TAB,DEXBIO PHARMA PVT LTD,5352
EPGUARD 100MG LOOSE TAB,SAIN MEDICAMENTS PVT LTD,5352
EPICENT 100MG TAB,CRESCENT FORMULATIONS PVT LTD,5352
EPICARE 100MG 100S TAB,OLCARE LABORATORIES PVT LTD,5352
EPICAN 100MG 60S TAB,TUTTSAN PHARMA,5352
EPILEP 100MG TAB,TAS MED INDIA PVT LTD,5352
EPIN TAB,MAHENDRA LABS PVT LTD,5352
EPIN 100MG TAB,MAHENDRA LABS PVT LTD,5352
EPIPRESS 100MG TAB,PSYCO REMEDIES LTD,5352
EPISOL 100MG TAB,PSYCHOTROPICS INDIA LTD,5352
EPISAG 100MG 100S TAB,SAG HEALTH SCIENCE PVT LTD,5352
EPITIN 100MG 100S TAB,DEWCARE CONCEPT PVT LTD,5352
EPSOLIN 100MG 100S TAB,ZYDUS HEALTHCARE LTD,5352
EPSOD 100MG 60S TAB,SHINE PHARMACEUTICAL LTD,5352
EPSOTAL 100MG 100S TAB,ZYDUS HEALTHCARE LTD,5352
EPSOTOIN 100MG TAB,DELLWICH HEALTHCARE,5352
EPSOLEP 100MG TAB,TRIPADA HEALTHCARE PVT LTD,5352
EPSOLEP 100MG 100S TAB,TRIPADA HEALTHCARE PVT LTD,5352
EPSTOP 100MG TAB,PHARMAKRAFT THERAPEUTICS PVT LTD,5352
EPTOIN 100MG 100S TAB,ABBOTT,5352
EPTOIN LOOSE 100MG TAB,ABBOTT,5352
EPTOIN 100MG 120S TAB,ABBOTT,5352
EPTOZEN 100MG TAB,ELDER PHARMACEUTICALS LTD,5352
EPTOLIX 100MG TAB,ELIXIR LIFE CARE PVT LTD,5352
EPTOHEAL 100MG 120S TAB,HEALING PHARMA,5352
C-TOIN 100MG 90S TAB,USV PVT LTD,5352
ATOIN 100MG TAB,LA PHARMA,5352
ABITEOIN 100MG TAB,PHARMATECH HEALTHCARE,5352
KIPTOIN 100S 100MG TAB,KIVI LABS,5352
HENSO 100MG TAB,HALLMARK FORMULATIONS,5352
GRADIL 100MG TAB,GENPHARMA INTERNATIONAL PVT LTD,5352
LEOTOIN 100MG 100S TAB,JOHNLEE PHARMACEUTICALS PVT LTD,5352
M-TOIN 100MG TAB,MEDOPHARM,5352
SEIZOSET 100MG 100S TAB,LEEFORD HEALTHCARE LTD,5352
PROTOIN 100MG TAB,SIGMUND PROMEDICA,5352
QTOIN 100MG TAB,CURIS LIFECARE,5352
SEZTIN 100MG TAB,CONSERN PHARMA PVT LTD,5352
SOLPHEN 100MG 100S TAB,RANBAXY,5352
SPENTOIN 100MG CAP,SWATI SPENTOSE PVT LTD,5352
TOINEX 100MG TAB,INVISION MEDI SCIENCE PVT LTD,5352
TALIGARD 100MG TAB,TALENT HEALTHCARE,5352
NUPHYL 100MG TAB,AUSTIN PHARMACEUTICALS LTD,5352
PENON 100MG TAB,SAFE INTERNATIONAL,5352
PHALIN 100MG TAB,MOLEKULE,5352
PHENOS 100MG TAB,DD PHARMACEUTICALS PVT LTD,5352
PHENYKEM 100MG 100S TAB,ALKEM LABORATORIES LTD,5352
PHENYTOS 100MG TAB - FOR TSRTC,ANGLO FRENCH DRUGS AND INDUSTRIES LTD,5352
PHENYTOS 100MG LOOSE - FOR TSRTC TAB,ANGLO FRENCH DRUGS AND INDUSTRIES LTD,5352
PHENYFINE 100MG 100S TAB,DR MOREPEN LTD,5352
PHENYPRO 100MG TAB,PROTEUS HEALTHCARE,5352
PHENTONIL 100MG TAB,MEDINILLA PHARMA PVT LTD,5352
PHENTY 100MG TAB,CHEMO HEALTHCARE PVT LTD,5352
PHETOIN 100MG TAB,RELIANCE FORMULATION PVT LTD,5352
PINSO 100MG TAB,MOVA PHARMACEUTICALS,5352
PNA 100MG TAB,MANO,5352
TRIBARB 100MG TAB,TRIVENI FORMULATIONS,5352
WYTOIN 100MG TAB,ZOTA HEALTH CARE LTD,5352
COMPTIL 5MG TAB,TRENDS PHARMA PVT  LTD,6006
CONTRIL 5MG TAB,CONSERN PHARMA PVT LTD,6006
CUMETIL 5MG TAB,CUBIT HEALTHCARE,6006
EMETIL MD TAB,INTAS PHARMACEUTICALS LTD,6006
EMIDOXYN 5MG TAB,SHREYA LIFE SCIENCES PVT LTD,6006
EMIDOXYN MD TAB,SHREYA LIFE SCIENCES PVT LTD,6006
EMIKIND MD TAB,MANKIND PHARMA LTD,6006
ACCIMETIL MD 5MG TAB,ACCILEX NUTRICORP,6006
ACUVERT TAB,ABBOTT,6006
NAUSIPIL 5MG DT TAB,PSYCHOTROPICS INDIA LTD,6006
NAUSETIL 5MG TAB,INTAS PHARMACEUTICALS LTD,6006
NAVTIL 5MG TAB,RKG PHARMA,6006
GEOMETIL 5MG TAB,INNOVATIVE PHARMA,6006
ELSTIL 5MG TAB,ZEE LABORATORIES LTD,6006
OSET 5MG TAB,ZEE LABORATORIES LTD,6006
INGAMETIL 5MG TAB,INGA LABORATORIES,6006
NURODOL MD 5MG TAB,CUREWEL PHARMA,6006
NUROTIL 5MG TAB,MODGAL PHARMA,6006
MAXIN 5MG TAB,THRIFT PHARMACEUTICALS,6006
MAXTIL 5MG TAB,UNI PEX PHARMA,6006
RESVOM MD TAB,UHL,6006
RESVOM MD 5MG TAB,UNIMARCK PHARMA INDIA LTD,6006
SCONIL TAB,LINNIUM PHARMA PVT LTD,6006
PROCTIL 5MG TAB,TRIPADA HEALTHCARE PVT LTD,6006
PROMETIL 5MG TAB,RHOMBUS PHARMA PVT LTD,6006
PROTIL 5MG TAB,GUJARAT TERCE LABORATORIES,6006
PROVAZINE MD TAB,MOVA PHARMACEUTICALS,6006
PROZOTIL MD 5MG TAB,LIFECARE NEURO PRODUCTS LTD,6006
PROZY MD TAB,WHIZ LABORATORIES INDIA PVT LTD,6006
SETOND 5MG TAB,C ESTLAVIE PHARMA,6006
SIDOXIN MD 5MG TAB,FRANK MEDILINK,6006
STEMETIL MD TAB,ABBOTT,6006
STEMINOL TAB,SWISS PHARMA PVT LTD,6006
STEMIL 5MG TAB,THEO PHARMA PVT LTD,6006
STEMCOL 5MG TAB,ZENLABS ETHICA LTD,6006
STEMORIL 5MG TAB,ACS PHARMACEUTICALS,6006
STILVEE 5MG TAB,MEDIGRAM,6006
NEOMETIL MD TAB,IKON REMEDIES PVT LTD,6006
NOSIAGO MD TAB,CHEMO BIOLOGICAL,6006
SYSTEL TAB,MARSHA PHARMA PVT LTD,6006
STIL 5MG MD TAB,CHEMO HEALTHCARE PVT LTD,6006
PHARMAZIN 5MG TAB,A N PHARMACIA LABORATORIES,6006
ULTUS MD 5MG TAB,ASTRICA BIOMEDICS PVT LTD,6006
VERITIS MD 5MG TAB,ATLANTIS FORMULATIONS,6006
VERTISCAN MD 5MG TAB,MEDISHRI HEALTHCARE PVT LTD,6006
VERTIUS MD 5MG TAB,NEXUS LIFE SCIENCES INDIA PVT LTD,6006
VERTIWELL 5MG TAB,TREATWELL PHARMA,6006
VESTIL 5MG TAB,PSYCO REMEDIES LTD,6006
VOMETIL TAB,CIPLA,6006
VOMIRAP MD TAB,LEEFORD HEALTHCARE LTD,6006
WESTEL 5MG TAB,KEY WEST MEDICINES,6006
ZOCTIL 5MG TAB,PHARMATECH HEALTHCARE,6006
DILEVETAM 500MG TAB,STAR BIOMED PVT LTD,7686
EVOTAM 500MG TAB,EVOK LIFESCIENCES PVT LTD,7686
EXCETAM 500MG TAB,ESMATRIX LIFESCIENCES PVT LTD,7686
CONFILEV 500MG TAB,STRIDES SHASUN LIMITED,7686
ELVITAM 500MG TAB,ERNST PHARMACIA,7686
EMLEVO 500MG TAB,EMCURE PHARMACEUTICALS LTD,7686
EPICTAL 500MG TAB,IPCA LABORATORIES LTD,7686
EPICETAM 500MG TAB,NEON LABORATORIES LTD,7686
EPIFAST 500MG TAB,MANKIND PHARMA LTD,7686
EPIKEY 500MG TAB,SIGMUND PROMEDICA,7686
EPILIVE 500MG TAB,LUPIN LTD,7686
EPILIVE ER TAB,LUPIN LTD,7686
EPILETRA 500MG TAB,SEPTALYST  LIFESCIENCES PVT LTD,7686
EPILUS 500MG TAB,PRIMUS PHARMA,7686
EPIMUTE 500MG TAB,PROPEL HEALTHCARE,7686
EPINEXT 500MG TAB,PULSE PHARMACEUTICALS PVT LTD,7686
EPINAC 500MG TAB,TUTTSAN PHARMA,7686
EPINOX 500MG TAB,AGONIST HEALTHCARE PVT LTD,7686
EPIPIL 500MG TAB,LEGRAND PHARMACEUTICALS,7686
EPISEIZE 500MG TAB,ANGLO FRENCH DRUGS AND INDUSTRIES LTD,7686
EPITRA 500MG TAB,LINUX LABORATORIES,7686
EPITIRA 500MG TAB,UNIVENTIS MEDICARE LTD,7686
EPIWEL 500MG TAB,TREATWELL PHARMA,7686
CLOSEIZ 500MG TAB,GENPHARMA INTERNATIONAL PVT LTD,7686
CEVITRAM 500MG TAB,INIZIA HEALTHCARE PVT LTD,7686
BIOTAM 500MG TAB,BIOSYS MEDISCIENCES,7686
ALENSTAM 500MG TAB,ALENCURE BIOTECH PVT LTD,7686
AMENDO 500MG TAB,ERIS LIFESCIENCES LTD,7686
APICETAM 500MG TAB,PSYCO REMEDIES LTD,7686
AXITAM 500MG TAB,AXIS LIFE SCIENCE PVT LTD,7686
KOPPA 500MG TAB,MANUFACTURER INFO NOT AVAILABLE,7686
GENESEIZ 500MG TAB,FORCE INDIA PHARMA,7686
ELETAM 500MG TAB,BIOMED,7686
CANTOR 500MG TAB,ZEE LABORATORIES LTD,7686
CAPICETAM 500MG TAB,CAPITAL PHARMA,7686
ORCETA 500MG TAB,ORANGE RESEARCH LABS,7686
LEVTAM 500MG TAB,TORRENT PHARMACEUTICALS LTD,7686
HEPPRA 500MG TAB,HEALING PHARMA,7686
ICTACETAM 500MG TAB,GLAXO,7686
OLEXIN 500MG TAB,SHINE PHARMACEUTICAL LTD,7686
KEPPRA 500MG TAB,DR REDDYS LABORATORIES LTD,7686
LEPITAM 500MG TAB,CHEMO BIOLOGICAL,7686
LETIRAC 500MG TAB,APEX FORMULATIONS,7686
LEVACETAM 500MG TAB,MICRO LABS LIMITED,7686
LEVACETAM XR 500MG TAB,MICRO LABS LIMITED,7686
LEVACETAM 500MG TAB - FOR TSRTC TAB,MICRO LABS LIMITED,7686
LEVAPIE 500MG TAB,GENTECH HEALTH CARE,7686
LEVABEN 500MG TAB,RB PHARMACEUTICALS,7686
LEVALTY 500MG TAB,DYCINE PHARMA,7686
LEVERA 500MG TAB,INTAS PHARMACEUTICALS LTD,7686
LEVESAM 500MG TAB,ABBOTT,7686
LEVEXX 500MG TAB,ZYDUS HEALTHCARE LTD,7686
LEVERA XR 500MG TAB,INTAS PHARMACEUTICALS LTD,7686
LEVEPSY 500MG TAB,CIPLA,7686
LEVEFREE 500MG TAB,PFIZER LIMITED,7686
LEVEMEX 500MG TAB,MESMER PHARMACEUTICALS,7686
LEVENUE 500MG TAB,ALKEM LABORATORIES LTD,7686
LEVEPSY XR 500MG TAB,CIPLA,7686
LEVESAM XR 500MG TAB,ABBOTT,7686
LEVECAD 500MG TAB,CADILA PHARMACEUTICALS LTD,7686
LEVEPRA 500MG TAB,ADRENA HEALTHCARE,7686
LEVEMEX OD 500MG TAB,MESMER PHARMACEUTICALS,7686
LEVERON 500MG TAB,MACLEODS PHARMACEUTICALS LTD,7686
LEVESURE 500MG TAB,GLADSTONE PHARMA INDIA P LTD,7686
LEVECETAM 500MG TAB,PSYCO REMEDIES LTD,7686
LEVENIC 500MG TAB,ALBUS HEALTHCARE,7686
LEVEDER 500MG TAB,ELDER PHARMACEUTICALS LTD,7686
LEVETRIX 500MG TAB,ICARUS HEALTH CARE PVT LTD,7686
LEVETAS 500MG TAB,TAS MED INDIA PVT LTD,7686
LEVENIG 500MG TAB,SNIG PHARMA PVT LTD,7686
LEVESOL 500MG TAB,SOLIS PHARMACEUTICALS,7686
LEVENUE ER 500MG TAB,ALKEM LABORATORIES LTD,7686
LEVERA DT 500MG TAB,INTAS PHARMACEUTICALS LTD,7686
LEVEZIS 500MG TAB,ZIS LABS PHARMA,7686
LEVERISE 500MG TAB,CARISE PHARMA,7686
LEVEXX 500MG 60S TAB,ZYDUS HEALTHCARE LTD,7686
LEVETRY 500MG TAB,TRIUMPH PHARMA,7686
LEVETEC 500MG TAB,MATTEO HEALTHCARE,7686
LEVEJACK 500MG TAB,GIRIRAJ HEALTH CARE,7686
LEVEEG 500MG TAB,WALNUT LIFESCIENCES,7686
LEVECETAM ER 500MG TAB,PSYCO REMEDIES LTD,7686
LEVETAM 500MG TAB,CELEBRITY BIOPHARMA LTD,7686
LEVET 500MG TAB,SUNLIFE SCIENCES,7686
LEVERAG 500MG TAB,AGRON REMEDIES,7686
LEVETRANOL 500MG TAB,KNOLL HEALTHCARE PVT LTD,7686
LEVELIFE 500MG TAB,AUXESIS PHARMACEUTICALS,7686
LEVETAL 500MG TAB,TALENT HEALTHCARE,7686
LEVECON SR 500MG TAB,CONSERN PHARMA PVT LTD,7686
LEVECON 500MG TAB,CONSERN PHARMA PVT LTD,7686
LEVETRON 500MG TAB,NUKIND HEALTHCARE,7686
LEVETEX 500MG TAB,TRUMAC HEALTHCARE,7686
LEVETER 500MG TAB,DHAMUS PHARMA,7686
LEVENTRA 500MG TAB,MASSON HEALTHCARE,7686
LEVEWEB 500MG TAB,RKG PHARMA,7686
LEVGRIP 500MG TAB,CARE FORMULATIONS,7686
LEVIPIL 500MG TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,7686
LEVIPIL XR 500MG TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,7686
LEVILEX 500MG TAB,MSN LABORATORIES PVT LTD,7686
LEVILEX XR 500MG TAB,ABBOTT,7686
LEVIZ 500MG TAB,ZEDLEY HEALTHCARE,7686
LEVIGRESS 500MG TAB,LA RENON HEALTHCARE PVT LTD,7686
LEVITRA 500MG TAB,DD PHARMACEUTICALS PVT LTD,7686
LEVISIGN 500MG TAB,PRIMUS REMEDIES PVT LTD,7686
LEVICARE 500MG TAB,MHS PHARMACEUTICALS,7686
LEVISURE 500MG TAB,ALCALE HEALTHCARE,7686
LEVIHOP 500MG TAB,ANAX LIFESCIENCE,7686
LEVICENT 500MG TAB,CRESCENT FORMULATIONS PVT LTD,7686
LEVIFIT 500MG TAB,FRANK BIOTIC REMEDIES,7686
LEVIZEP 500MG TAB,LIFECARE NEURO PRODUCTS LTD,7686
LEVITAM 500MG TAB,AURUM LIFESCIENCES PVT LTD,7686
LEVICEP 500MG TAB,BIOSANS LIFECARE,7686
LEVIPRA 500MG TAB,EVAXO PHARMA,7686
LEVIPREX 500MG TAB,MERACUS PHARMA,7686
LEVITRAN 500MG TAB,ALLENGE INDIA,7686
LEVITRY 500MG TAB,ARIAAN PHARMACEUTICALS,7686
LEVIGEM 500MG TAB,ZOTA HEALTH CARE LTD,7686
LEVITRA DA 500MG TAB,GOPAL LIFESCIENCES,7686
LEVITUS 500MG TAB,SANCTUS GLOBAL FORMULATIONS LTD,7686
LEVITEX 500MG TAB,ZANS PHARMA,7686
LEVIZEN 500MG TAB,INNOVATIVE PHARMA,7686
LEVIGAL 500MG TAB,GALPHA LABORATORIES,7686
LEVITRAM 500MG TAB,MAXFORD HEALTHCARE,7686
LEVIGREET 500MG TAB,GREET HEALTH CARE,7686
LEVITREND 500MG TAB,STARUS PHARMACEUTICALS,7686
LEVIROZ 500MG TAB,VISTICA LIFE SCIENCES,7686
LEVITA 500MG TAB,CHEMO HEALTHCARE PVT LTD,7686
LEVIPACE 500MG TAB,SAG HEALTH SCIENCE PVT LTD,7686
LEVITUNE 500MG TAB,LAXIAN INCORPORATION,7686
LEVITEC 500MG TAB,JANTEC PHARMA,7686
LEVIBULL 500MG TAB,SYNAPSE,7686
LEVOMIND 500MG TAB,REGAL HEALTHCARE,7686
LEVROXA 500MG TAB,ERIS LIFESCIENCES LTD,7686
LEVRACET 500MG TAB,EMENOX HEALTHCARE,7686
LEV 500MG TAB,ALKEM LABORATORIES LTD,7686
LIRATAM 500MG TAB,ALNA BIOTECH PVT LTD,7686
LIRCETAM 500MG TAB,LEEFORD HEALTHCARE LTD,7686
LITEM 500MG TAB,JOHNLEE PHARMACEUTICALS PVT LTD,7686
LIVATIRA 500MG TAB,WOCKHARDT,7686
LIVA 500MG TAB,SAIN MEDICAMENTS PVT LTD,7686
LIVEFEM 500MG TAB,FEMGRACE FORMULATIONS,7686
LIVECTAM 500MG TAB,MANSA MEDI IMPEX,7686
LIVELLA 500MG TAB,ZERICO LIFESCIENCES PVT LTD,7686
LIVRICH 500MG TAB,CURIS LIFECARE,7686
LIVSAFE 500MG TAB,LIVLIFE PHARMA,7686
LIVTOR 500MG TAB,DIGITAL VISION,7686
LTEM 500MG TAB,CUBIT HEALTHCARE,7686
LTIRA 500MG TAB,DELLWICH HEALTHCARE,7686
LTROPIC 500MG TAB,TRIPADA HEALTHCARE PVT LTD,7686
LYSIPRIN 500MG TAB,ZYDUS HEALTHCARE LTD,7686
L SEIZ 500MG TAB,VEGA BIOTEC PVT LTD,7686
L TAM 500MG TAB,CARISE PHARMA,7686
MANOTAM 500MG TAB,CMG BIOTECH,7686
SEIZ FREE 500MG TAB,USV PVT LTD,7686
SEIZOPILL 500MG TAB,ACE REMEDIES PVT LTD,7686
QLEXIN 500MG TAB,SHINE PHARMACEUTICAL LTD,7686
SITARAM 500MG TAB,SOLITAIRE PHARMACIA PVT LTD,7686
SOLEM 500MG TAB,DIOS LIFESCIENCES PVT LTD,7686
TIRETAM 500MG TAB,KRISH CARE REMEDYS PVT LTD,7686
TORLEVA 500MG TAB,TORRENT PHARMACEUTICALS LTD,7686
TORLEVA XR 500MG TAB,TORRENT PHARMACEUTICALS LTD,7686
MEGCETAM 500MG TAB,MEGMA HELATHCARE,7686
MERICETAM 500MG TAB,MERION CARE,7686
NEOLET 500MG TAB,KIVI LABS,7686
FRITOLEV 500MG TAB,ARINNA LIFESCIENCE PVT LTD,7686
FRITOLEV XR 500MG TAB,ARINNA LIFESCIENCE PVT LTD,7686
LAVISTA 500MG TAB,DUKEN PHARMACEUTICALS,7686
LAVITRAM 500MG TAB,ZENLABS ETHICA LTD,7686
LCITAM 500MG TAB,MINII LIFESCIENCES,7686
LCTAM 500MG TAB,LOTUS LIFESCIENCES,7686
LECETAM 500MG TAB,OLCARE LABORATORIES PVT LTD,7686
LENERVE 500MG TAB,EAST WEST PHARMA,7686
ZOUTELEV 500MG TAB,ZOUTEN PHARMA,7686
PITACAB LC 500MG TAB,INTRA LIFE,7686
UCETAM 500MG TAB,BIOMAX BIOTECHNICS,7686
VEROCET 500MG TAB,ALTEUS BIOGENICS PVT LTD,7686
VILIPIL 500MG TAB,VIBCARE  PHARMA,7686
VOSETAM 500MG TAB,AVYUKT PHARMA,7686
V CITRAM 500MG TAB,VISION REMEDIES,7686
WELLCETAM 500MG TAB,WELLSHINE LABS,7686
BIOPREGAB 75MG CAP,WELCARE PHARMA,7451
BRIGABA SR 75MG TAB,BRILLIANT LIFESCIENCES,7451
ESVIGA 75MG CAP,USV PVT LTD,7451
EZEGALIN SR 75MG TAB,EISAI PHARMA,7451
ENGABA 75MG CAP,SIGMUND PROMEDICA,7451
ESGABA 75MG CAP,EMCURE PHARMACEUTICALS LTD,7451
VEXER 75MG CAP,VEXXA LIFESCIENCES,7451
VIBPREG 75MG CAP,VIBCARE  PHARMA,7451
WEGALIN SR 75MG TAB,RONYD HEALTHCARE,7451
YESGALIN 75MG CAP,WALNUT LIFESCIENCES,7451
ZEEGAB 75MG CAP,PRECIA PHARMA,7451
ZENERV 75MG CAP,ERIS LIFESCIENCES LTD,7451
ZENPRAG 75MG CAP,IVA HEALTHCARE PVT LTD,7451
TRUGABA 75MG CAP,MANKIND PHARMA LTD,7451
ULTILINE 75 MG CAP,PHARMATECH HEALTHCARE,7451
ZYLIN 75MG TAB,ZYDUS HEALTHCARE LTD,7451
ZYLIN OD 75MG TAB,ZYDUS HEALTHCARE LTD,7451
PEG SR 75MG TAB,IPCA LABORATORIES LTD,7451
PELIN 75MG CAP,ORIENT PHARMACEUTICALS,7451
PELOLIN SR 75MG TAB,GLANTO PHARMA,7451
PENITALIN ER 75MG TAB,SANIFY HEALTHCARE PVT LTD,7451
DPNP SR 75MG TAB,REVENZA PHARMACEUTICALS PVT LTD,7451
DCG MAX SR 75MG TAB,EVAXO PHARMA,7451
COBHIT PG 75MG TAB,DEMAX BIOTECH PVT LTD,7451
CUPREGA SR 75MG TAB,CUBIT HEALTHCARE,7451
APOLAR 75MG CAP,LIFECARE NEURO PRODUCTS LTD,7451
AVERTZ 75MG CAP,DR REDDYS LABORATORIES LTD,7451
ACTIRON 75MG TAB,NEWGEN PHARMA,7451
ADYLIN SR 75MG TAB,ADIKAN HEALTHCARE,7451
PARINERV 75MG CAP,PARIDHI REMEDIES,7451
RECOBAL 75MG CAP,WOCKHARDT,7451
REPAGAB 75MG TAB,MED MANOR ORGANICS PVT LTD,7451
RESENZ 75MG TAB,MANO,7451
REVLIN 75MG CAP,ERIS LIFESCIENCES LTD,7451
PRIGMA 75MG TAB,CELEBRITY BIOPHARMA LTD,7451
PRIN SR 75MG TAB,PENSIA BIOTECH,7451
PROAGE 75MG CAP,ALLENGE INDIA,7451
PROGAB 75MG TAB,PSYCO REMEDIES LTD,7451
PROGORIS 75SR TAB,CURIS LIFECARE,7451
PROSOVIT 75MG CAP,BIOCHEM PHARMACEUTICAL INDUSTRIES,7451
PRYNERVE OD 75MG TAB,ALKEM LABORATORIES LTD,7451
PYRICA 75MG CAP,MEDSEA HEALTHCARE,7451
PYROPE 75MG CAP,ARINNA LIFESCIENCE PVT LTD,7451
P DOB 75MG CAP,DRUKST BIOTECH PVT LTD,7451
P GABA 75MG CAP,DD PHARMACEUTICALS PVT LTD,7451
P G MORE 75MG CAP,DR MOREPEN LTD,7451
SETGALIN SR 75MG TAB,GLARIZONTO PHARMA PVT LTD,7451
SONAXA 75MG CAP,ERIS LIFESCIENCES LTD,7451
SONAXA 50MG CAP,ERIS LIFESCIENCES LTD,7451
SANEURON 75MG TAB,SANAT PRODUCTS LTD,7451
SANEURON M 75MG CAP,SANAT PRODUCTS LTD,7451
SENZAPREG SR 75MG TAB,SPECTRA THERAPEUTICS PVT LTD,7451
NUROGAB 75MG TAB,MACLEODS PHARMACEUTICALS LTD,7451
NUROMUST 75MG TAB,DARIS BIOCARE,7451
OD METH PG 75MG CAP,ZIZA ORGANICS,7451
PEVESCA 75MG CAP,USV PVT LTD,7451
PGAB 75MG CAP,WEST COAST PHARMA,7451
PGL 75MG TAB,PRIMUS PHARMA,7451
PGN 75MG CAP,SAG HEALTH SCIENCE PVT LTD,7451
PG 75MG CAP,ZENLABS ETHICA LTD,7451
PG MORE 75MG CAP,DR MOREPEN LTD,7451
PG NERV 75MG CAP,CARE FORMULATIONS,7451
PIGABA 75MG TAB,SPICA LAB,7451
PIXPREG SR 75MG TAB,ZYNOVIA LIFECARE,7451
POLAM 75MG TAB,AAMORB PHARMACEUTICALS PVT LTD,7451
PREBID 75MG TAB,ORDAIN HEALTHCARE,7451
PREBXD 75MG CAP,ORDAIN HEALTHCARE,7451
PREBETA SR 75MG TAB,AURUM LIFESCIENCES PVT LTD,7451
PREBEL 75MG TAB,JOHNLEE PHARMACEUTICALS PVT LTD,7451
PREBAGAL 75MG CAP,GALPHA LABORATORIES,7451
PRECA 75MG TAB,WELLCARE LIFESCIENCES,7451
PRECARISE 75MG TAB,CARISE PHARMA,7451
PRECOLIS 75MG CAP,ELIS PHARMA,7451
PRECON 75MG CAP,MAGNUS PHARMA PVT LTD,7451
PREFIX SR 75MG TAB,FORCE INDIA PHARMA,7451
PREGEB 75MG CAP,TORRENT PHARMACEUTICALS LTD,7451
PREGALIN 75MG CAP,TORRENT PHARMACEUTICALS LTD,7451
PREGABID 75MG CAP,INTAS PHARMACEUTICALS LTD,7451
PREGASTAR 75MG CAP,LUPIN LTD,7451
PREGADOC 75MG CAP,LUPIN LTD,7451
PREGABA 75MG TAB,TORRENT PHARMACEUTICALS LTD,7451
PREGACON 75MG CAP,CONCERTINA PHARMA,7451
PREGEB OD 75MG TAB,TORRENT PHARMACEUTICALS LTD,7451
PREGALIN SR 75MG TAB,TORRENT PHARMACEUTICALS LTD,7451
PREGANERVE 75MG TAB,EAST WEST PHARMA,7451
PREGACENT 75MG CAP,CRESCENT FORMULATIONS PVT LTD,7451
PREGARITE 75MG TAB,MHS PHARMACEUTICALS,7451
PREGASTAR OD 75MG TAB,LUPIN LTD,7451
PREGADOC SR 75MG TAB,LUPIN LTD,7451
PREGABA SR 75MG TAB,UNICHEM,7451
PREGAGEN 75MG CAP,BIOGENICCS PHARMACEUTICALS,7451
PREGALIFT ER 75MG TAB,LINUX LABORATORIES,7451
PREGABEL 75MG CAP,KNOLL HEALTHCARE PVT LTD,7451
PREGALGIA 75MG CAP,ADRENA HEALTHCARE,7451
PREGACAP 75MG CAP,STARUS PHARMACEUTICALS,7451
PREGALUS 75MG TAB,ICARUS HEALTH CARE PVT LTD,7451
PREGADER 75MG CAP,ELDER PHARMACEUTICALS LTD,7451
PREGON 75MG CAP,IVA HEALTHCARE PVT LTD,7451
PREGANERVE SR 75MG TAB,EAST WEST PHARMA,7451
PREGAL 75MG CAP,GALPHA LABORATORIES,7451
PREGACIP 75MG CAP,CIPLA,7451
PREGABANYL 75MG CAP,LEEFORD HEALTHCARE LTD,7451
PREGALYV 75MG CAP,HELIOS PHARMACEUTICALS,7451
PREGABICA 75MG CAP,CHEMO HEALTHCARE PVT LTD,7451
PREGALEX 75MG TAB,SOLVATE PHARMA,7451
PREGALOY 75MG CAP,LLOYD HEALTHCARE PVT LTD,7451
PREGAKON 75MG CAP,IKON REMEDIES PVT LTD,7451
PREGA 75MG CAP,HEALTH GUARD INDIA PVT LTD,7451
PREGANZA 75MG TAB,EMCURE PHARMACEUTICALS LTD,7451
PREGLOBIN 75MG CAP,SYMBIOTIC DRUGS AND DIABETIC CARE,7451
